rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
12,Russia,RUS,1042,1026,-1,UEFA,2010-03-03
11,Croatia,CRO,1050,1053,0,UEFA,2010-03-03
10,Greece,GRE,1074,1030,-2,UEFA,2010-03-03
9,Argentina,ARG,1087,1082,1,CONMEBOL,2010-03-03
8,England,ENG,1109,1076,-1,UEFA,2010-03-03
7,France,FRA,1171,1117,0,UEFA,2010-03-03
6,Portugal,POR,1201,1176,1,UEFA,2010-03-03
5,Germany,GER,1208,1173,-1,UEFA,2010-03-03
4,Italy,ITA,1226,1209,0,UEFA,2010-03-03
3,Netherlands,NED,1324,1288,0,UEFA,2010-03-03
2,Brazil,BRA,1594,1568,0,CONMEBOL,2010-03-03
1,Spain,ESP,1642,1627,0,UEFA,2010-03-03
22,Côte d'Ivoire,CIV,874,865,0,CAF,2010-03-03
23,Australia,AUS,867,857,0,AFC,2010-03-03
24,Ukraine,UKR,851,848,0,UEFA,2010-03-03
25,Czech Republic,CZE,843,828,0,UEFA,2010-03-03
47,Latvia,LVA,662,634,-2,UEFA,2010-03-03
46,Japan,JPN,672,729,6,AFC,2010-03-03
45,Scotland,SCO,681,665,-1,UEFA,2010-03-03
44,Costa Rica,CRC,701,699,-1,CONCACAF,2010-03-03
43,Gabon,GAB,706,706,-1,CAF,2010-03-03
42,Sweden,SWE,737,727,-1,UEFA,2010-03-03
41,Turkey,TUR,739,728,-1,UEFA,2010-03-03
39,Northern Ireland,NIR,748,729,-1,UEFA,2010-03-03
39,Republic of Ireland,IRL,748,746,2,UEFA,2010-03-03
38,Colombia,COL,757,736,-1,CONMEBOL,2010-03-03
49,Venezuela,VEN,644,646,2,CONMEBOL,2010-03-03
37,Ecuador,ECU,761,753,2,CONMEBOL,2010-03-03
35,Honduras,HON,776,759,1,CONCACAF,2010-03-03
33,Denmark,DEN,798,827,7,UEFA,2010-03-03
33,Norway,NOR,798,772,1,UEFA,2010-03-03
32,Algeria,ALG,803,784,1,CAF,2010-03-03
31,Slovakia,SVK,810,752,-5,UEFA,2010-03-03
30,Bulgaria,BUL,812,801,0,UEFA,2010-03-03
29,Paraguay,PAR,815,806,0,CONMEBOL,2010-03-03
28,Ghana,GHA,818,823,1,CAF,2010-03-03
27,Slovenia,SVN,819,767,-6,UEFA,2010-03-03
26,Israel,ISR,821,823,-1,UEFA,2010-03-03
36,Romania,ROU,774,745,-2,UEFA,2010-03-03
100,Moldova,MDA,328,338,4,UEFA,2010-03-03
82,Malawi,MWI,388,384,0,CAF,2010-03-03
102,Korea DPR,PRK,325,378,17,AFC,2010-03-03
174,Seychelles,SEY,44,44,-1,CAF,2010-03-03
173,Palestine,PLE,48,57,1,AFC,2010-03-03
172,Cambodia,CAM,56,56,-1,AFC,2010-03-03
101,Syria,SYR,326,331,1,AFC,2010-03-03
169,Philippines,PHI,85,85,2,AFC,2010-03-03
168,St. Vincent and the Grenadines,VIN,86,82,0,CONCACAF,2010-03-03
167,Puerto Rico,PUR,89,89,1,CONCACAF,2010-03-03
166,Netherlands Antilles,ANT,90,80,-3,CONCACAF,2010-03-03
164,Eritrea,ERI,92,92,2,CAF,2010-03-03
164,Niger,NIG,92,92,2,CAF,2010-03-03
162,Mauritania,MTN,93,93,1,CAF,2010-03-03
162,Chinese Taipei,TPE,93,92,0,AFC,2010-03-03
161,Kyrgyz Republic,KGZ,95,103,3,AFC,2010-03-03
160,Liberia,LBR,98,98,0,CAF,2010-03-03
159,Nicaragua,NCA,101,92,-3,CONCACAF,2010-03-03
158,Bangladesh,BAN,102,117,8,AFC,2010-03-03
157,Madagascar,MAD,105,105,1,CAF,2010-03-03
156,Pakistan,PAK,107,105,0,AFC,2010-03-03
155,Vanuatu,VAN,108,108,1,OFC,2010-03-03
154,Sri Lanka,SRI,111,115,3,AFC,2010-03-03
151,Nepal,NEP,112,112,-1,AFC,2010-03-03
175,Comoros,COM,43,43,-1,CAF,2010-03-03
151,St. Kitts and Nevis,SKN,112,106,-4,CONCACAF,2010-03-03
175,Bahamas,BAH,43,43,-1,CONCACAF,2010-03-03
178,Somalia,SOM,39,39,-1,CAF,2010-03-03
200,Timor-Leste,TLS,4,4,0,AFC,2010-03-03
199,US Virgin Islands,VIR,8,8,0,CONCACAF,2010-03-03
198,Aruba,ARU,11,11,0,CONCACAF,2010-03-03
197,Bhutan,BHU,17,17,0,AFC,2010-03-03
195,Guinea-Bissau,GNB,19,19,0,CAF,2010-03-03
195,Tahiti,TAH,19,19,0,OFC,2010-03-03
194,Afghanistan,AFG,20,20,0,AFC,2010-03-03
193,Djibouti,DJI,23,23,0,CAF,2010-03-03
191,Brunei Darussalam,BRU,25,25,0,AFC,2010-03-03
190,Dominican Republic,DOM,26,26,0,CONCACAF,2010-03-03
189,Tonga,TGA,28,28,0,OFC,2010-03-03
188,Macau,MAC,31,31,0,AFC,2010-03-03
186,St. Lucia,LCA,32,32,-1,CONCACAF,2010-03-03
186,Turks and Caicos Islands,TCA,32,45,12,CONCACAF,2010-03-03
185,Dominica,DMA,33,38,3,CONCACAF,2010-03-03
182,Guam,GUM,34,34,-2,AFC,2010-03-03
182,Cook Islands,COK,34,34,-2,OFC,2010-03-03
182,Belize,BLZ,34,33,-4,CONCACAF,2010-03-03
181,Samoa,SAM,38,38,-1,OFC,2010-03-03
178,Laos,LAO,39,39,-1,AFC,2010-03-03
178,Cayman Islands,CAY,39,39,-1,CONCACAF,2010-03-03
177,Mauritius,MRI,40,40,-1,CAF,2010-03-03
151,Liechtenstein,LIE,112,110,-2,UEFA,2010-03-03
170,Mongolia,MNG,61,61,0,AFC,2010-03-03
149,Lebanon,LBN,118,127,4,AFC,2010-03-03
123,Antigua and Barbuda,ATG,203,184,-4,CONCACAF,2010-03-03
122,Ethiopia,ETH,204,204,1,CAF,2010-03-03
120,Singapore,SGP,205,217,0,AFC,2010-03-03
120,Guyana,GUY,205,186,-6,CONCACAF,2010-03-03
119,Botswana,BOT,218,219,0,CAF,2010-03-03
118,Faroe Islands,FRO,222,222,0,UEFA,2010-03-03
117,Zimbabwe,ZIM,223,229,0,CAF,2010-03-03
116,Libya,LBY,227,233,1,CAF,2010-03-03
115,United Arab Emirates,UAE,230,241,2,AFC,2010-03-03
114,Vietnam,VIE,231,231,-2,AFC,2010-03-03
113,Kenya,KEN,244,244,1,CAF,2010-03-03
112,Congo DR,COD,248,248,1,CAF,2010-03-03
111,Namibia,NAM,249,251,2,CAF,2010-03-03
109,Sudan,SDN,251,251,0,CAF,2010-03-03
109,Azerbaijan,AZE,251,236,-5,UEFA,2010-03-03
150,Malta,MLT,116,129,6,UEFA,2010-03-03
107,Yemen,YEM,267,294,2,AFC,2010-03-03
106,Jordan,JOR,270,276,0,AFC,2010-03-03
105,Rwanda,RWA,282,275,-2,CAF,2010-03-03
103,Armenia,ARM,320,321,1,UEFA,2010-03-03
103,Congo,CGO,320,320,0,CAF,2010-03-03
124,Georgia,GEO,200,202,2,UEFA,2010-03-03
124,Cuba,CUB,200,191,-1,CONCACAF,2010-03-03
108,Tanzania,TAN,264,266,0,CAF,2010-03-03
127,Kazakhstan,KAZ,190,201,4,UEFA,2010-03-03
126,Luxembourg,LUX,196,195,2,UEFA,2010-03-03
148,Lesotho,LES,119,120,-1,CAF,2010-03-03
147,Burundi,BDI,123,124,0,CAF,2010-03-03
146,Malaysia,MAS,124,100,-13,AFC,2010-03-03
144,Chad,CHA,132,130,1,CAF,2010-03-03
143,Suriname,SUR,133,133,1,CONCACAF,2010-03-03
142,Hong Kong,HKG,134,153,5,AFC,2010-03-03
141,Barbados,BRB,136,171,13,CONCACAF,2010-03-03
140,Maldives,MDV,146,146,0,AFC,2010-03-03
139,Myanmar,MYA,147,144,-2,AFC,2010-03-03
138,Equatorial Guinea,EQG,151,152,0,CAF,2010-03-03
145,New Caledonia,NCL,126,126,-1,OFC,2010-03-03
136,Bermuda,BER,156,156,1,CONCACAF,2010-03-03
137,Indonesia,IDN,155,155,1,AFC,2010-03-03
129,Guatemala,GUA,174,164,-2,CONCACAF,2010-03-03
130,Turkmenistan,TKM,167,157,-4,AFC,2010-03-03
130,Fiji,FIJ,167,167,1,OFC,2010-03-03
128,Tajikistan,TJK,176,123,-20,AFC,2010-03-03
133,Grenada,GRN,162,158,0,CONCACAF,2010-03-03
134,Eswatini,SWZ,161,152,-4,CAF,2010-03-03
135,Sierra Leone,SLE,159,159,3,CAF,2010-03-03
132,India,IND,164,166,2,AFC,2010-03-03
144,Chad,CHA,128,132,0,CAF,2010-03-31
149,Lebanon,LIB,113,118,0,AFC,2010-03-31
143,Equatorial Guinea,EQG,145,151,5,CAF,2010-03-31
146,New Caledonia,NCL,126,126,1,OFC,2010-03-31
147,Malaysia,MAS,123,124,1,AFC,2010-03-31
148,Lesotho,LES,116,119,0,CAF,2010-03-31
149,St. Kitts and Nevis,SKN,113,112,-2,CONCACAF,2010-03-31
145,Burundi,BDI,127,123,-2,CAF,2010-03-31
154,Madagascar,MAD,110,105,-3,CAF,2010-03-31
151,Kyrgyz Republic,KGZ,112,95,-10,AFC,2010-03-31
153,Pakistan,PAK,111,107,-3,AFC,2010-03-31
155,Vanuatu,VAN,108,108,0,OFC,2010-03-31
156,Liberia,LBR,106,98,-4,CAF,2010-03-31
157,Sri Lanka,SRI,103,111,3,AFC,2010-03-31
158,Malta,MLT,102,116,8,UEFA,2010-03-31
141,Suriname,SUR,147,133,-2,CONCACAF,2010-03-31
158,Bangladesh,BAN,102,102,0,AFC,2010-03-31
151,Liechtenstein,LIE,112,112,0,UEFA,2010-03-31
141,Myanmar,MYA,147,147,2,AFC,2010-03-31
130,Tajikistan,TJK,176,176,2,AFC,2010-03-31
139,Maldives,MDV,151,146,-1,AFC,2010-03-31
160,Nicaragua,NCA,101,101,1,CONCACAF,2010-03-31
122,Guyana,GUY,205,205,2,CONCACAF,2010-03-31
123,Ethiopia,ETH,204,204,1,CAF,2010-03-31
124,Luxembourg,LUX,198,196,-2,UEFA,2010-03-31
125,Faroe Islands,FRO,196,222,7,UEFA,2010-03-31
125,Cuba,CUB,196,200,1,CONCACAF,2010-03-31
127,Singapore,SGP,193,205,7,AFC,2010-03-31
128,Grenada,GRN,188,162,-5,CONCACAF,2010-03-31
129,Kazakhstan,KAZ,177,190,2,UEFA,2010-03-31
131,Fiji,FIJ,167,167,1,OFC,2010-03-31
132,India,IND,164,164,0,AFC,2010-03-31
132,Swaziland,SWZ,164,161,-2,CAF,2010-03-31
134,Turkmenistan,TKM,163,167,4,AFC,2010-03-31
135,Sierra Leone,SLE,162,159,0,CAF,2010-03-31
136,Bermuda,BER,160,156,0,CONCACAF,2010-03-31
137,Barbados,BRB,157,136,-4,CONCACAF,2010-03-31
138,Indonesia,IDN,155,155,1,AFC,2010-03-31
140,Hong Kong,HKG,150,134,-2,AFC,2010-03-31
160,Nepal,NEP,101,112,9,AFC,2010-03-31
191,Afghanistan,AFG,20,20,-3,AFC,2010-03-31
163,Chinese Taipei,TPE,95,93,1,AFC,2010-03-31
185,Dominica,DMA,33,33,0,CONCACAF,2010-03-31
186,Turks and Caicos Islands,TCA,32,32,0,CONCACAF,2010-03-31
187,Tonga,TGA,28,28,-2,OFC,2010-03-31
188,Dominican Republic,DOM,26,26,-2,CONCACAF,2010-03-31
189,Brunei Darussalam,BRU,25,25,-2,AFC,2010-03-31
190,Djibouti,DJI,23,23,-3,CAF,2010-03-31
192,Guinea-Bissau,GNB,19,19,-3,CAF,2010-03-31
192,Tahiti,TAH,19,19,-3,OFC,2010-03-31
192,St. Lucia,LCA,19,32,6,CONCACAF,2010-03-31
195,British Virgin Islands,VGB,18,25,4,CONCACAF,2010-03-31
196,Guam,GUM,17,34,14,AFC,2010-03-31
196,Bhutan,BHU,17,17,-1,AFC,2010-03-31
198,Aruba,ARU,11,11,0,CONCACAF,2010-03-31
199,US Virgin Islands,VIR,5,8,0,CONCACAF,2010-03-31
200,Timor-Leste,TLS,4,4,0,AFC,2010-03-31
201,Andorra,AND,2,3,-1,UEFA,2010-03-31
120,Antigua and Barbuda,ATG,217,203,-3,CONCACAF,2010-03-31
182,Belize,BLZ,34,34,0,CONCACAF,2010-03-31
162,Netherlands Antilles,ANT,98,90,-4,CONCACAF,2010-03-31
182,Cook Islands,COK,34,34,0,OFC,2010-03-31
181,Macau,MAC,36,31,-7,AFC,2010-03-31
163,Eritrea,ERI,95,92,-1,CAF,2010-03-31
165,Niger,NIG,92,92,1,CAF,2010-03-31
166,St. Vincent / Grenadines,VIN,91,86,-2,CONCACAF,2010-03-31
167,Philippines,PHI,86,85,-2,AFC,2010-03-31
168,Mauritania,MTN,81,93,6,CAF,2010-03-31
169,Puerto Rico,PUR,76,89,2,CONCACAF,2010-03-31
170,Solomon Islands,SOL,60,60,-1,OFC,2010-03-31
171,Cambodia,CAM,56,56,-1,AFC,2010-03-31
172,Mongolia,MNG,48,61,2,AFC,2010-03-31
173,Palestine,PLE,45,48,0,AFC,2010-03-31
174,Comoros,COM,43,43,-1,CAF,2010-03-31
175,Seychelles,SEY,41,44,1,CAF,2010-03-31
176,Mauritius,MRI,40,40,-1,CAF,2010-03-31
177,Somalia,SOM,39,39,-1,CAF,2010-03-31
177,Cayman Islands,CAY,39,39,-1,CONCACAF,2010-03-31
177,Laos,LAO,39,39,-1,AFC,2010-03-31
180,Samoa,SAM,38,38,-1,OFC,2010-03-31
182,Bahamas,BAH,34,43,7,CONCACAF,2010-03-31
119,Vietnam,VIE,231,231,5,AFC,2010-03-31
66,Belgium,BEL,506,491,-2,UEFA,2010-03-31
116,Cape Verde Islands,CPV,236,331,18,CAF,2010-03-31
31,Ghana,GHA,802,818,3,CAF,2010-03-31
32,Romania,ROU,798,774,-4,UEFA,2010-03-31
33,Slovakia,SVK,791,810,2,UEFA,2010-03-31
34,Denmark,DEN,778,798,1,UEFA,2010-03-31
35,Turkey,TUR,770,739,-6,UEFA,2010-03-31
36,Ecuador,ECU,765,761,-1,CONMEBOL,2010-03-31
36,Honduras,HON,765,776,1,CONCACAF,2010-03-31
38,Bulgaria,BUL,764,812,8,UEFA,2010-03-31
39,Colombia,COL,741,757,1,CONMEBOL,2010-03-31
40,Sweden,SWE,739,737,-2,UEFA,2010-03-31
41,Scotland,SCO,732,681,-4,UEFA,2010-03-31
42,Costa Rica,CRC,717,701,-2,CONCACAF,2010-03-31
30,Czech Republic,CZE,809,843,5,UEFA,2010-03-31
43,Gabon,GAB,707,706,0,CAF,2010-03-31
45,Japan,JPN,692,672,-1,AFC,2010-03-31
46,Latvia,LVA,666,662,-1,UEFA,2010-03-31
47,Bosnia and Herzegovina,BIH,642,644,-2,UEFA,2010-03-31
48,Venezuela,VEN,633,644,-1,CONMEBOL,2010-03-31
49,Korea Republic,KOR,629,616,-4,AFC,2010-03-31
50,Northern Ireland,NIR,628,748,11,UEFA,2010-03-31
51,Bolivia,BOL,597,546,-7,CONMEBOL,2010-03-31
52,Burkina Faso,BFA,589,638,1,CAF,2010-03-31
52,Hungary,HUN,589,645,4,UEFA,2010-03-31
54,Finland,FIN,588,635,2,UEFA,2010-03-31
55,Austria,AUT,582,567,-1,UEFA,2010-03-31
56,Tunisia,TUN,574,587,1,CAF,2010-03-31
44,Republic of Ireland,IRL,704,748,5,UEFA,2010-03-31
57,Mali,MLI,573,595,3,CAF,2010-03-31
29,Slovenia,SVN,810,819,2,UEFA,2010-03-31
26,Ukraine,UKR,837,851,2,UEFA,2010-03-31
118,Georgia,GEO,232,200,-6,UEFA,2010-03-31
1,Spain,ESP,1602,1642,0,UEFA,2010-03-31
2,Brazil,BRA,1589,1594,0,CONMEBOL,2010-03-31
3,Netherlands,NED,1261,1324,0,UEFA,2010-03-31
4,Portugal,POR,1214,1201,-2,UEFA,2010-03-31
5,Italy,ITA,1183,1226,1,UEFA,2010-03-31
6,Germany,GER,1157,1208,1,UEFA,2010-03-31
7,England,ENG,1120,1109,-1,UEFA,2010-03-31
8,France,FRA,1077,1171,1,UEFA,2010-03-31
9,Argentina,ARG,1075,1087,0,CONMEBOL,2010-03-31
10,Croatia,CRO,1051,1050,-1,UEFA,2010-03-31
11,Greece,GRE,1032,1074,1,UEFA,2010-03-31
27,Algeria,ALG,821,803,-5,CAF,2010-03-31
12,Russia,RUS,1009,1042,0,UEFA,2010-03-31
14,Egypt,EGY,967,967,-3,CAF,2010-03-31
15,Serbia,SRB,950,980,2,UEFA,2010-03-31
16,USA,USA,948,954,-2,CONCACAF,2010-03-31
17,Mexico,MEX,921,968,2,CONCACAF,2010-03-31
18,Uruguay,URU,902,936,-1,CONMEBOL,2010-03-31
19,Australia,AUS,898,867,-4,AFC,2010-03-31
20,Switzerland,SUI,887,968,5,UEFA,2010-03-31
20,Cameroon,CMR,887,888,0,CAF,2010-03-31
22,Nigeria,NGA,883,879,1,CAF,2010-03-31
23,Paraguay,PAR,855,815,-6,CONMEBOL,2010-03-31
24,Norway,NOR,853,798,-9,UEFA,2010-03-31
25,Côte d'Ivoire,CIV,846,874,3,CAF,2010-03-31
13,Chile,CHI,974,971,-1,CONMEBOL,2010-03-31
58,Lithuania,LTU,570,528,-2,UEFA,2010-03-31
28,Israel,ISR,811,821,2,UEFA,2010-03-31
60,Peru,PER,537,510,-1,CONMEBOL,2010-03-31
91,Haiti,HAI,362,364,1,CONCACAF,2010-03-31
92,Gambia,GAM,361,345,-3,CAF,2010-03-31
93,Trinidad and Tobago,TRI,350,380,8,CONCACAF,2010-03-31
94,Kuwait,KUW,348,368,6,AFC,2010-03-31
95,Uzbekistan,UZB,345,442,20,AFC,2010-03-31
96,Oman,OMA,344,351,3,AFC,2010-03-31
97,Qatar,QAT,342,354,5,AFC,2010-03-31
97,Syria,SYR,342,326,-4,AFC,2010-03-31
99,Congo,CGO,329,320,-4,CAF,2010-03-31
100,Estonia,EST,317,332,3,UEFA,2010-03-31
102,United Arab Emirates,UAE,297,230,-13,AFC,2010-03-31
102,Jordan,JOR,297,270,-4,AFC,2010-03-31
90,Iceland,ISL,364,355,-1,UEFA,2010-03-31
104,Thailand,THA,294,329,5,AFC,2010-03-31
106,Armenia,ARM,292,320,3,UEFA,2010-03-31
107,Rwanda,RWA,269,282,2,CAF,2010-03-31
108,Yemen,YEM,262,267,1,AFC,2010-03-31
109,Tanzania,TAN,259,264,1,CAF,2010-03-31
110,Azerbaijan,AZE,257,251,1,UEFA,2010-03-31
111,Congo DR,COD,253,248,-1,CAF,2010-03-31
112,Namibia,NAM,250,249,1,CAF,2010-03-31
113,Zimbabwe,ZIM,248,223,-4,CAF,2010-03-31
114,Kenya,KEN,243,244,1,CAF,2010-03-31
115,Guatemala,GUA,241,174,-14,CONCACAF,2010-03-31
59,Poland,POL,562,540,0,UEFA,2010-03-31
116,Botswana,BOT,236,218,-3,CAF,2010-03-31
105,Korea DPR,PRK,293,325,3,AFC,2010-03-31
89,Mozambique,MOZ,371,382,5,CAF,2010-03-31
101,Libya,LBY,305,227,-15,CAF,2010-03-31
73,Togo,TOG,438,483,4,CAF,2010-03-31
62,Saudi Arabia,KSA,520,555,5,AFC,2010-03-31
88,South Africa,RSA,372,391,7,CAF,2010-03-31
63,IR Iran,IRN,518,492,-4,AFC,2010-03-31
64,Canada,CAN,516,508,2,CONCACAF,2010-03-31
65,FYR Macedonia,MKD,509,506,1,UEFA,2010-03-31
67,Bahrain,BHR,501,507,4,AFC,2010-03-31
68,Morocco,MAR,488,482,-2,CAF,2010-03-31
69,Montenegro,MNE,484,456,-2,UEFA,2010-03-31
70,Cyprus,CYP,470,495,4,UEFA,2010-03-31
71,Zambia,ZAM,452,449,-2,CAF,2010-03-31
72,Senegal,SEN,444,347,-22,CAF,2010-03-31
74,El Salvador,SLV,437,452,2,CONCACAF,2010-03-31
74,Uganda,UGA,437,447,0,CAF,2010-03-31
61,Benin,BEN,531,503,-4,CAF,2010-03-31
76,Panama,PAN,430,402,-2,CONCACAF,2010-03-31
87,Moldova,MDA,373,328,-13,UEFA,2010-03-31
86,Angola,ANG,380,379,0,CAF,2010-03-31
85,Guinea,GUI,381,367,-4,CAF,2010-03-31
84,China PR,CHN,382,386,1,AFC,2010-03-31
83,Albania,ALB,389,335,-13,UEFA,2010-03-31
81,Iraq,IRQ,394,373,-6,AFC,2010-03-31
81,Malawi,MWI,394,388,-1,CAF,2010-03-31
79,New Zealand,NZL,409,398,-1,OFC,2010-03-31
78,Jamaica,JAM,412,408,1,CONCACAF,2010-03-31
77,Wales,WAL,416,420,1,UEFA,2010-03-31
80,Belarus,BLR,404,400,1,UEFA,2010-03-31
16,Serbia,SRB,944,950,1,UEFA,2010-04-28
14,USA,USA,950,948,-2,CONCACAF,2010-04-28
15,Chile,CHI,948,974,2,CONMEBOL,2010-04-28
13,Egypt,EGY,967,967,-1,CAF,2010-04-28
12,Greece,GRE,968,1032,1,UEFA,2010-04-28
32,Ghana,GHA,802,802,1,CAF,2010-04-28
7,Argentina,ARG,1084,1075,-2,CONMEBOL,2010-04-28
10,France,FRA,1044,1077,2,UEFA,2010-04-28
9,Croatia,CRO,1052,1051,-1,UEFA,2010-04-28
8,England,ENG,1068,1120,1,UEFA,2010-04-28
17,Mexico,MEX,936,921,0,CONCACAF,2010-04-28
6,Germany,GER,1107,1157,0,UEFA,2010-04-28
11,Russia,RUS,1003,1009,-1,UEFA,2010-04-28
18,Uruguay,URU,902,902,0,CONMEBOL,2010-04-28
31,Algeria,ALG,821,821,4,CAF,2010-04-28
20,Australia,AUS,883,898,1,AFC,2010-04-28
20,Nigeria,NGA,883,883,-2,CAF,2010-04-28
22,Norway,NOR,879,853,-2,UEFA,2010-04-28
23,Slovenia,SVN,860,810,-6,UEFA,2010-04-28
24,Israel,ISR,857,811,-4,UEFA,2010-04-28
25,Ukraine,UKR,855,837,-1,UEFA,2010-04-28
26,Switzerland,SUI,854,887,6,UEFA,2010-04-28
27,Côte d'Ivoire,CIV,846,846,2,CAF,2010-04-28
28,Romania,ROU,843,798,-4,UEFA,2010-04-28
29,Czech Republic,CZE,827,809,-1,UEFA,2010-04-28
30,Paraguay,PAR,822,855,7,CONMEBOL,2010-04-28
34,Colombia,COL,777,741,-5,CONMEBOL,2010-04-28
33,Turkey,TUR,798,770,-2,UEFA,2010-04-28
5,Italy,ITA,1184,1183,0,UEFA,2010-04-28
19,Cameroon,CMR,887,887,-1,CAF,2010-04-28
4,Netherlands,NED,1221,1261,1,UEFA,2010-04-28
130,Fiji,FIJ,167,167,-1,OFC,2010-04-28
2,Spain,ESP,1565,1602,1,UEFA,2010-04-28
134,Bermuda,BER,160,160,-2,CONCACAF,2010-04-28
133,Sierra Leone,SLE,162,162,-2,CAF,2010-04-28
35,Denmark,DEN,767,778,1,UEFA,2010-04-28
132,India,IND,164,164,0,AFC,2010-04-28
131,Swaziland,SWZ,165,164,-1,CAF,2010-04-28
129,Kazakhstan,KAZ,180,177,0,UEFA,2010-04-28
127,Singapore,SGP,193,193,0,AFC,2010-04-28
127,Luxembourg,LUX,193,198,3,UEFA,2010-04-28
125,Cuba,CUB,196,196,0,CONCACAF,2010-04-28
125,Faroe Islands,FRO,196,196,0,UEFA,2010-04-28
124,Grenada,GRN,198,188,-4,CONCACAF,2010-04-28
123,Ethiopia,ETH,204,204,0,CAF,2010-04-28
122,Guyana,GUY,205,205,0,CONCACAF,2010-04-28
119,Georgia,GEO,217,232,1,UEFA,2010-04-28
3,Portugal,POR,1249,1214,-1,UEFA,2010-04-28
119,Antigua and Barbuda,ATG,217,217,-1,CONCACAF,2010-04-28
117,Cape Verde Islands,CPV,236,236,1,CAF,2010-04-28
116,Botswana,BOT,237,236,0,CAF,2010-04-28
115,Guatemala,GUA,241,241,0,CONCACAF,2010-04-28
114,Kenya,KEN,243,243,0,CAF,2010-04-28
113,Zimbabwe,ZIM,248,248,0,CAF,2010-04-28
112,Namibia,NAM,251,250,0,CAF,2010-04-28
111,Congo DR,COD,253,253,0,CAF,2010-04-28
110,Azerbaijan,AZE,257,257,0,UEFA,2010-04-28
109,Yemen,YEM,258,262,1,AFC,2010-04-28
108,Tanzania,TAN,259,259,-1,CAF,2010-04-28
107,Rwanda,RWA,269,269,0,CAF,2010-04-28
106,Korea DPR,PRK,292,293,1,AFC,2010-04-28
105,Thailand,THA,294,294,1,AFC,2010-04-28
1,Brazil,BRA,1611,1589,-1,CONMEBOL,2010-04-28
118,Vietnam,VIE,231,231,-1,AFC,2010-04-28
36,Ecuador,ECU,763,765,0,CONMEBOL,2010-04-28
94,Uzbekistan,UZB,354,345,-1,AFC,2010-04-28
38,Slovakia,SVK,742,791,5,UEFA,2010-04-28
73,Togo,TOG,438,438,0,CAF,2010-04-28
74,Uganda,UGA,437,437,0,CAF,2010-04-28
75,Wales,WAL,429,416,-2,UEFA,2010-04-28
76,Panama,PAN,421,430,0,CONCACAF,2010-04-28
77,Senegal,SEN,414,444,5,CAF,2010-04-28
78,New Zealand,NZL,413,409,-1,OFC,2010-04-28
79,Jamaica,JAM,412,412,1,CONCACAF,2010-04-28
80,Albania,ALB,406,389,-3,UEFA,2010-04-28
81,Belarus,BLR,397,404,1,UEFA,2010-04-28
82,Iraq,IRQ,394,394,1,AFC,2010-04-28
82,Malawi,MWI,394,394,1,CAF,2010-04-28
84,Moldova,MDA,392,373,-3,UEFA,2010-04-28
85,China PR,CHN,390,382,1,AFC,2010-04-28
85,Angola,ANG,390,380,-1,CAF,2010-04-28
71,El Salvador,SLV,452,437,-3,CONCACAF,2010-04-28
87,Guinea,GUI,381,381,2,CAF,2010-04-28
89,Mozambique,MOZ,378,371,0,CAF,2010-04-28
90,South Africa,RSA,369,372,2,CAF,2010-04-28
91,Trinidad and Tobago,TRI,367,350,-2,CONCACAF,2010-04-28
91,Iceland,ISL,367,364,1,UEFA,2010-04-28
93,Gambia,GAM,361,361,1,CAF,2010-04-28
135,Tajikistan,TJK,157,176,5,AFC,2010-04-28
95,Qatar,QAT,351,342,-2,AFC,2010-04-28
96,Kuwait,KUW,348,348,2,AFC,2010-04-28
97,Oman,OMA,346,344,1,AFC,2010-04-28
98,Syria,SYR,342,342,1,AFC,2010-04-28
99,Armenia,ARM,311,292,-7,UEFA,2010-04-28
100,United Arab Emirates,UAE,310,297,-2,AFC,2010-04-28
101,Congo,CGO,308,329,2,CAF,2010-04-28
102,Libya,LBY,305,305,1,CAF,2010-04-28
87,Haiti,HAI,381,362,-4,CONCACAF,2010-04-28
37,Sweden,SWE,757,739,-3,UEFA,2010-04-28
71,Zambia,ZAM,452,452,0,CAF,2010-04-28
69,Bahrain,BHR,475,501,2,AFC,2010-04-28
39,Bulgaria,BUL,740,764,1,UEFA,2010-04-28
40,Honduras,HON,727,765,4,CONCACAF,2010-04-28
41,Gabon,GAB,707,707,-2,CAF,2010-04-28
42,Costa Rica,CRC,706,717,0,CONCACAF,2010-04-28
43,Republic of Ireland,IRL,690,704,-1,UEFA,2010-04-28
44,Scotland,SCO,684,732,3,UEFA,2010-04-28
45,Japan,JPN,674,692,0,AFC,2010-04-28
46,Latvia,LVA,652,666,0,UEFA,2010-04-28
47,Korea Republic,KOR,619,629,-2,AFC,2010-04-28
48,Lithuania,LTU,616,570,-10,UEFA,2010-04-28
49,Venezuela,VEN,605,633,1,CONMEBOL,2010-04-28
49,Finland,FIN,605,588,-5,UEFA,2010-04-28
51,Bosnia and Herzegovina,BIH,604,642,4,UEFA,2010-04-28
52,Burkina Faso,BFA,589,589,0,CAF,2010-04-28
70,Morocco,MAR,469,488,2,CAF,2010-04-28
53,Peru,PER,579,537,-7,CONMEBOL,2010-04-28
55,Tunisia,TUN,574,574,-1,CAF,2010-04-28
56,Hungary,HUN,567,589,4,UEFA,2010-04-28
57,Northern Ireland,NIR,555,628,7,UEFA,2010-04-28
58,Poland,POL,552,562,-1,UEFA,2010-04-28
