sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,firmid,postevent,NJ,emp
141,4,0,1,0,1,0,0,0,0,0,10,15,4,4.75,13,0.27,1,,2,10.5,12.5,1.02,0.91,1.06,2,2,1,1,111892,2,10,25,3,5.05,13,0.18,1,2,10.5,12.5,1.05,0.84,1.34,2,2,115,0,1,25
141,4,0,1,0,1,0,0,0,0,0,10,15,4,4.75,13,0.27,1,,2,10.5,12.5,1.02,0.91,1.06,2,2,1,1,111892,2,10,25,3,5.05,13,0.18,1,2,10.5,12.5,1.05,0.84,1.34,2,2,115,1,1,35
142,4,0,1,0,0,1,0,0,0,0,15,35,4,4.25,26,0.15,1,,2,10,11.5,1.06,0.95,1.06,2,2,1,1,111492,,40,31,5,5.05,26,0.18,0,2,10,11.5,1.01,0.89,1.26,2,2,116,0,1,50
142,4,0,1,0,0,1,0,0,0,0,15,35,4,4.25,26,0.15,1,,2,10,11.5,1.06,0.95,1.06,2,2,1,1,111492,,40,31,5,5.05,26,0.18,0,2,10,11.5,1.01,0.89,1.26,2,2,116,1,1,71
144,4,0,1,0,1,0,0,0,0,2,10,30,3,5.05,26,0.15,1,0,2,10.5,12.5,0.91,0.85,1.06,2,2,1,1,111792,1,4,37,3,5.05,26,0.35,1,2,10.5,12.5,0.94,0.94,1.26,2,2,117,0,1,40
144,4,0,1,0,1,0,0,0,0,2,10,30,3,5.05,26,0.15,1,0,2,10.5,12.5,0.91,0.85,1.06,2,2,1,1,111792,1,4,37,3,5.05,26,0.35,1,2,10.5,12.5,0.94,0.94,1.26,2,2,117,1,1,41
145,1,0,1,0,0,1,0,0,0,0,5,17,3,5,13,0.15,1,0,2,7,16,1.06,0.95,0.95,3,2,1,1,111092,,10,8,4,5.28,26,0.13,1,2,7,16,1.05,0.96,0.95,3,2,118,0,1,22
145,1,0,1,0,0,1,0,0,0,0,5,17,3,5,13,0.15,1,0,2,7,16,1.06,0.95,0.95,3,2,1,1,111092,,10,8,4,5.28,26,0.13,1,2,7,16,1.05,0.96,0.95,3,2,118,1,1,18
146,1,0,1,0,0,1,0,0,0,3,8,20,5,4.8,26,0.25,1,,2,7,16,1.06,1,1.06,4,3,1,1,111092,,0,32,4.5,5.05,26,0.17,0,2,7,16,1.05,0.99,1.05,4,3,119,0,1,28
146,1,0,1,0,0,1,0,0,0,3,8,20,5,4.8,26,0.25,1,,2,7,16,1.06,1,1.06,4,3,1,1,111092,,0,32,4.5,5.05,26,0.17,0,2,7,16,1.05,0.99,1.05,4,3,119,1,1,32
147,1,0,1,0,0,1,0,0,0,0,8.5,6.5,3,5.12,8,0.25,0,100,2,7,14,1.12,0.89,0.95,2,2,1,1,111892,1,6,0,3,5.25,13,0.38,0,2,7,14,1.13,0.91,0.91,2,2,120,0,1,15
147,1,0,1,0,0,1,0,0,0,0,8.5,6.5,3,5.12,8,0.25,0,100,2,7,14,1.12,0.89,0.95,2,2,1,1,111892,1,6,0,3,5.25,13,0.38,0,2,7,14,1.13,0.91,0.91,2,2,120,1,1,6
148,1,0,1,0,0,1,0,0,0,4,4.5,30,4,5.25,26,0.17,1,0,2,7,17,1.06,0.95,0.95,3,2,1,1,111092,,7.5,30,4,5.05,26,0.2,1,2,7,17,1.05,0.94,0.94,3,3,121,0,1,34.5
148,1,0,1,0,0,1,0,0,0,4,4.5,30,4,5.25,26,0.17,1,0,2,7,17,1.06,0.95,0.95,3,2,1,1,111092,,7.5,30,4,5.05,26,0.2,1,2,7,17,1.05,0.94,0.94,3,3,121,1,1,37.5
149,1,0,1,0,0,1,0,0,0,1,0,20,4,4.5,26,0.27,0,50,3,7,16,1.06,0.95,0.95,2,1,1,1,111092,,8,10,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,122,0,1,20
149,1,0,1,0,0,1,0,0,0,1,0,20,4,4.5,26,0.27,0,50,3,7,16,1.06,0.95,0.95,2,1,1,1,111092,,8,10,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,122,1,1,18
150,1,0,1,0,0,1,0,0,0,2,0,27.5,3.5,4.67,26,0.27,1,2,2,7,16,1.23,0.89,0.89,3,3,2,1,123192,8,12,20,3,5.75,28,0.58,0,2,7,15,1.11,0.88,0.88,3,2,123,0,1,27.5
150,1,0,1,0,0,1,0,0,0,2,0,27.5,3.5,4.67,26,0.27,1,2,2,7,16,1.23,0.89,0.89,3,3,2,1,123192,8,12,20,3,5.75,28,0.58,0,2,7,15,1.11,0.88,0.88,3,2,123,1,1,32
151,1,0,1,0,0,1,0,0,0,0,1,12,3,5,12,0.1,0,92,2,7,15,1.09,0.81,1.04,3,3,2,3,123092,2,0,0,0,,,,,,,,,,,,,124,0,1,13
151,1,0,1,0,0,1,0,0,0,0,1,12,3,5,12,0.1,0,92,2,7,15,1.09,0.81,1.04,3,3,2,3,123092,2,0,0,0,,,,,,,,,,,,,124,1,1,0
152,1,0,1,0,0,1,0,0,0,0,35,15,4,5.12,9,0.67,1,10,1,7,15,1.17,0.95,1.02,3,2,1,1,111092,,12,13.5,5,5.05,13,0.28,0,2,7,15,1.16,0.94,0.94,3,3,125,0,1,50
152,1,0,1,0,0,1,0,0,0,0,35,15,4,5.12,9,0.67,1,10,1,7,15,1.17,0.95,1.02,3,2,1,1,111092,,12,13.5,5,5.05,13,0.28,0,2,7,15,1.16,0.94,0.94,3,3,125,1,1,25.5
153,1,0,1,0,0,1,0,0,0,0,0,25,9,,52,0.15,0,33,1,7,17,1,0.95,0.89,4,3,1,1,111092,,26.5,10,3,5.05,26,0.15,0,2,7,17,1.05,0.95,0.95,3,2,126,0,1,25
153,1,0,1,0,0,1,0,0,0,0,0,25,9,,52,0.15,0,33,1,7,17,1,0.95,0.89,4,3,1,1,111092,,26.5,10,3,5.05,26,0.15,0,2,7,17,1.05,0.95,0.95,3,2,126,1,1,36.5
156,1,0,1,0,0,1,0,0,0,0,8,15,3,4.87,6,0.25,0,0,1,7,15,1.06,0.95,1.02,8,3,1,1,111092,,2,18,2,5.05,,0.3,0,2,7,15,0.95,0.94,1.01,3,,127,0,1,23
156,1,0,1,0,0,1,0,0,0,0,8,15,3,4.87,6,0.25,0,0,1,7,15,1.06,0.95,1.02,8,3,1,1,111092,,2,18,2,5.05,,0.3,0,2,7,15,0.95,0.94,1.01,3,,127,1,1,20
157,2,0,1,0,0,1,0,0,0,0,10,5,3,5,26,0.25,0,0,1,10.5,12,0.91,0.85,2.34,3,3,1,1,111792,2,12,8,2,5.5,26,0.25,0,1,10.5,11,0.95,0.83,2.47,2,2,128,0,1,15
157,2,0,1,0,0,1,0,0,0,0,10,5,3,5,26,0.25,0,0,1,10.5,12,0.91,0.85,2.34,3,3,1,1,111792,2,12,8,2,5.5,26,0.25,0,1,10.5,11,0.95,0.83,2.47,2,2,128,1,1,20
158,2,0,1,0,0,1,0,0,0,1,2,7,3,4.5,4,0.12,0,55,1,11,10,0.92,0.7,2.34,3,3,1,1,111192,,3,4,4,5.05,13,0.25,0,1,11,11.5,0.95,0.94,2.49,3,2,129,0,1,9
158,2,0,1,0,0,1,0,0,0,1,2,7,3,4.5,4,0.12,0,55,1,11,10,0.92,0.7,2.34,3,3,1,1,111192,,3,4,4,5.05,13,0.25,0,1,11,11.5,0.95,0.94,2.49,3,2,129,1,1,7
159,2,0,1,0,0,1,0,0,0,8,6,12,2,4.5,4,0.12,0,22,1,10.5,10.5,0.98,0.85,2.34,3,3,1,1,111492,,10,5,4,5.25,13,0.25,0,1,10.5,11.5,0.95,0.84,2.49,4,3,130,0,1,18
159,2,0,1,0,0,1,0,0,0,8,6,12,2,4.5,4,0.12,0,22,1,10.5,10.5,0.98,0.85,2.34,3,3,1,1,111492,,10,5,4,5.25,13,0.25,0,1,10.5,11.5,0.95,0.84,2.49,4,3,130,1,1,15
161,3,1,1,0,0,1,0,0,0,0,8,25,4,5,19,0.15,0,2,2,6,17,1.12,1.02,1.06,7,3,1,1,111992,4,26,12,4,5.05,,,0,2,6,17,1.11,1.06,1.05,7,5,131,0,1,33
161,3,1,1,0,0,1,0,0,0,0,8,25,4,5,19,0.15,0,2,2,6,17,1.12,1.02,1.06,7,3,1,1,111992,4,26,12,4,5.05,,,0,2,6,17,1.11,1.06,1.05,7,5,131,1,1,38
162,3,1,1,0,0,1,0,0,0,2,0,40,3,4.75,26,0.17,0,45,2,6,16.5,1.12,1.02,1.06,,1,1,1,111292,,3,30,3,5.05,26,0.18,0,2,7,15.5,1.11,1.01,1.05,6,5,132,0,1,40
162,3,1,1,0,0,1,0,0,0,2,0,40,3,4.75,26,0.17,0,45,2,6,16.5,1.12,1.02,1.06,,1,1,1,111292,,3,30,3,5.05,26,0.18,0,2,7,15.5,1.11,1.01,1.05,6,5,132,1,1,33
163,3,1,1,0,0,1,0,0,0,0,12,18,3,5,13,0.15,0,11,2,6,16.5,1.2,1.07,1.06,3,3,1,1,111292,,1.5,33,3,5.05,26,0.15,0,2,7,15,,,,,,133,0,1,30
163,3,1,1,0,0,1,0,0,0,0,12,18,3,5,13,0.15,0,11,2,6,16.5,1.2,1.07,1.06,3,3,1,1,111292,,1.5,33,3,5.05,26,0.15,0,2,7,15,,,,,,133,1,1,34.5
164,3,1,1,0,0,1,0,0,0,0,4,30,4,5,26,0.1,0,3,2,5,19,1.12,1.02,1.06,5,3,1,1,111292,,5,15,3,5.05,52,0.15,0,2,6,17,1.11,1.06,1.05,5,3,134,0,1,34
164,3,1,1,0,0,1,0,0,0,0,4,30,4,5,26,0.1,0,3,2,5,19,1.12,1.02,1.06,5,3,1,1,111292,,5,15,3,5.05,52,0.15,0,2,6,17,1.11,1.06,1.05,5,3,134,1,1,20
165,4,0,1,0,0,1,0,0,0,1,20,10,3,5,15,0.27,1,60,2,10.5,12.5,1.06,0.89,1.06,3,2,1,1,111792,1,10,17,4,5.05,14,0.13,0,2,10.5,12.5,1.05,0.98,1.05,2,2,135,0,1,30
165,4,0,1,0,0,1,0,0,0,1,20,10,3,5,15,0.27,1,60,2,10.5,12.5,1.06,0.89,1.06,3,2,1,1,111792,1,10,17,4,5.05,14,0.13,0,2,10.5,12.5,1.05,0.98,1.05,2,2,135,1,1,27
166,4,0,1,0,0,1,0,0,0,0,8,32,5,4.75,26,0.25,1,40,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,111392,1,0,35,4,5.05,26,0.18,0,2,10.5,12.5,1.11,0.84,1.26,2,2,136,0,1,40
166,4,0,1,0,0,1,0,0,0,0,8,32,5,4.75,26,0.25,1,40,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,111392,1,0,35,4,5.05,26,0.18,0,2,10.5,12.5,1.11,0.84,1.26,2,2,136,1,1,35
168,1,0,1,0,0,1,0,0,0,0,5,20,4,4.25,4,0.25,1,50,1,7,15,1.06,0.95,0.95,3,3,1,1,111692,,0,32,4,5.25,10,0.18,0,1,6,16,1.11,0.95,1.14,3,1,137,0,1,25
168,1,0,1,0,0,1,0,0,0,0,5,20,4,4.25,4,0.25,1,50,1,7,15,1.06,0.95,0.95,3,3,1,1,111692,,0,32,4,5.25,10,0.18,0,1,6,16,1.11,0.95,1.14,3,1,137,1,1,32
169,1,1,1,0,0,1,0,0,0,0,12,33,4,5,13,0.25,0,50,2,7,16,1.1,0.94,1.04,3,3,1,1,111692,,20,6,4,5.05,52,0.15,0,2,7,16,1.11,1.05,1.05,3,3,138,0,1,45
169,1,1,1,0,0,1,0,0,0,0,12,33,4,5,13,0.25,0,50,2,7,16,1.1,0.94,1.04,3,3,1,1,111692,,20,6,4,5.05,52,0.15,0,2,7,16,1.11,1.05,1.05,3,3,138,1,1,26
170,1,1,1,0,0,1,0,0,0,1,10,20,3,5,52,0.52,0,0,2,7,16,1.1,1.02,1.08,3,2,1,1,111092,,20,20,4,5.05,4,,0,1,7,16,1.29,1.11,1.18,4,4,139,0,1,30
170,1,1,1,0,0,1,0,0,0,1,10,20,3,5,52,0.52,0,0,2,7,16,1.1,1.02,1.08,3,2,1,1,111092,,20,20,4,5.05,4,,0,1,7,16,1.29,1.11,1.18,4,4,139,1,1,40
171,1,1,1,0,0,1,0,0,1,0,2,32,3,4.25,8,0.25,0,,2,7,16,1.09,0.95,1.04,3,3,1,1,111092,,10,12.5,5,5.05,4,0.1,1,2,7,16,1.18,1.04,1.03,3,3,140,0,1,34
171,1,1,1,0,0,1,0,0,1,0,2,32,3,4.25,8,0.25,0,,2,7,16,1.09,0.95,1.04,3,3,1,1,111092,,10,12.5,5,5.05,4,0.1,1,2,7,16,1.18,1.04,1.03,3,3,140,1,1,22.5
172,1,0,1,0,0,1,0,0,0,0,0,24,5,4.75,13,0.25,0,0.3,1,9,12.5,1.12,1.02,1.06,5,4,1,1,111692,2,7,23,3,5.05,8,0.18,0,1,9,13,1.11,1.01,1.05,6,3,141,0,1,24
172,1,0,1,0,0,1,0,0,0,0,0,24,5,4.75,13,0.25,0,0.3,1,9,12.5,1.12,1.02,1.06,5,4,1,1,111692,2,7,23,3,5.05,8,0.18,0,1,9,13,1.11,1.01,1.05,6,3,141,1,1,30
173,1,0,1,0,0,1,0,0,0,3,6,40,10,4.85,26,0.15,0,50,2,6.5,17.5,1.06,0.95,0.98,4,3,1,1,111792,1,11,30,5,5.05,26,0.15,0,2,6,18,1.05,0.94,1.04,4,3,142,0,1,46
173,1,0,1,0,0,1,0,0,0,3,6,40,10,4.85,26,0.15,0,50,2,6.5,17.5,1.06,0.95,0.98,4,3,1,1,111792,1,11,30,5,5.05,26,0.15,0,2,6,18,1.05,0.94,1.04,4,3,142,1,1,41
174,1,0,1,0,0,1,0,0,1,2,11,20,4,4.75,26,0.15,0,50,2,7,16,1.18,0.88,0.98,4,3,1,1,111092,,20,20,3,5.05,4,0.2,0,2,7,16,1.05,0.9,0.98,3,3,143,0,1,31
174,1,0,1,0,0,1,0,0,1,2,11,20,4,4.75,26,0.15,0,50,2,7,16,1.18,0.88,0.98,4,3,1,1,111092,,20,20,3,5.05,4,0.2,0,2,7,16,1.05,0.9,0.98,3,3,143,1,1,40
176,1,0,1,0,0,1,0,0,0,0,15,21,4,4.62,13,0.12,0,20,1,7,16,1.06,,1.05,4,4,1,1,111792,1,20,27.5,4,5.05,,,0,2,7,16,1.04,1.06,,,,144,0,1,36
176,1,0,1,0,0,1,0,0,0,0,15,21,4,4.62,13,0.12,0,20,1,7,16,1.06,,1.05,4,4,1,1,111792,1,20,27.5,4,5.05,,,0,2,7,16,1.04,1.06,,,,144,1,1,47.5
178,2,1,1,0,0,1,0,0,1,0,13,12,3,4.25,52,0.2,1,96,1,11,10,0.91,0.85,2.34,3,2,1,1,111191,,1,10,3,5.05,26,0.25,1,1,11,10.5,1.01,0.94,2.64,3,2,145,0,1,25
178,2,1,1,0,0,1,0,0,1,0,13,12,3,4.25,52,0.2,1,96,1,11,10,0.91,0.85,2.34,3,2,1,1,111191,,1,10,3,5.05,26,0.25,1,1,11,10.5,1.01,0.94,2.64,3,2,145,1,1,11
179,2,0,1,0,0,1,0,0,0,2,2,12,3,4.25,13,0.25,1,90,1,10.5,10.5,0.91,0.91,2.34,3,3,1,1,111892,3,2,10,4,5.05,26,0.2,0,1,10.5,11,0.94,0.84,2.49,3,3,146,0,1,14
179,2,0,1,0,0,1,0,0,0,2,2,12,3,4.25,13,0.25,1,90,1,10.5,10.5,0.91,0.91,2.34,3,3,1,1,111892,3,2,10,4,5.05,26,0.2,0,1,10.5,11,0.94,0.84,2.49,3,3,146,1,1,12
180,2,0,1,0,0,1,0,0,1,0,8,3,4,4.5,26,0.25,0,30,2,11,11,1.06,1.01,2.66,4,2,1,1,111192,,0,17.5,4,5.05,,,0,2,11,12,1.05,1.05,2.85,4,4,147,0,1,11
180,2,0,1,0,0,1,0,0,1,0,8,3,4,4.5,26,0.25,0,30,2,11,11,1.06,1.01,2.66,4,2,1,1,111192,,0,17.5,4,5.05,,,0,2,11,12,1.05,1.05,2.85,4,4,147,1,1,17.5
181,2,0,1,0,0,1,0,0,0,0,0,13,3,,,,0,100,1,10.5,11,0.91,0.79,2.34,3,2,1,1,111192,,1,15,2,5.05,,0.25,0,1,10.5,11,0.95,0.9,2.49,3,2,148,0,1,13
181,2,0,1,0,0,1,0,0,0,0,0,13,3,,,,0,100,1,10.5,11,0.91,0.79,2.34,3,2,1,1,111192,,1,15,2,5.05,,0.25,0,1,10.5,11,0.95,0.9,2.49,3,2,148,1,1,16
182,2,0,1,1,0,0,0,0,1,0,3,15,3,4.5,4,0.25,1,100,2,11,11,1.06,1.01,2.66,4,3,1,1,111192,,0,15,3,5.05,26,0.25,0,2,11.5,10,1.05,1,2.73,4,3,149,0,1,18
182,2,0,1,1,0,0,0,0,1,0,3,15,3,4.5,4,0.25,1,100,2,11,11,1.06,1.01,2.66,4,3,1,1,111192,,0,15,3,5.05,26,0.25,0,2,11.5,10,1.05,1,2.73,4,3,149,1,1,15
183,2,0,1,0,0,1,0,0,0,0,12,4,4,4.62,20,0.33,0,100,3,11,11,1.06,1.01,2.66,4,3,1,1,111892,4,15,10,2,5.05,13,0.25,0,2,11,10.5,1.05,1,2.75,4,3,150,0,1,16
183,2,0,1,0,0,1,0,0,0,0,12,4,4,4.62,20,0.33,0,100,3,11,11,1.06,1.01,2.66,4,3,1,1,111892,4,15,10,2,5.05,13,0.25,0,2,11,10.5,1.05,1,2.75,4,3,150,1,1,25
185,2,0,1,0,1,0,0,0,1,0,2,9,3,4.5,13,0.2,0,100,2,11,10.5,1.06,1.01,2.66,4,4,1,1,111192,,2,6,3,5.05,26,0.25,1,1,11,10.5,1.05,1,2.75,3,3,151,0,1,11
185,2,0,1,0,1,0,0,0,1,0,2,9,3,4.5,13,0.2,0,100,2,11,10.5,1.06,1.01,2.66,4,4,1,1,111192,,2,6,3,5.05,26,0.25,1,1,11,10.5,1.05,1,2.75,3,3,151,1,1,8
186,3,0,1,0,0,1,0,0,0,3,10,20,4,4.75,26,0.15,1,50,2,6,16,1.12,1.02,0.95,5,3,1,1,111892,3,12,18,4,5.05,26,,0,2,6,16,1.17,1.06,0.95,5,3,152,0,1,30
186,3,0,1,0,0,1,0,0,0,3,10,20,4,4.75,26,0.15,1,50,2,6,16,1.12,1.02,0.95,5,3,1,1,111892,3,12,18,4,5.05,26,,0,2,6,16,1.17,1.06,0.95,5,3,152,1,1,30
187,3,0,1,0,0,1,0,0,1,0,4,20,3,5.62,26,0.52,0,2,2,7,15,1.12,1.09,1.06,4,3,1,1,111292,,5,17.5,3,5.05,13,0.2,0,2,7,15,1.11,1.06,1.05,4,4,153,0,1,24
187,3,0,1,0,0,1,0,0,1,0,4,20,3,5.62,26,0.52,0,2,2,7,15,1.12,1.09,1.06,4,3,1,1,111292,,5,17.5,3,5.05,13,0.2,0,2,7,15,1.11,1.06,1.05,4,4,153,1,1,22.5
189,3,0,1,0,0,1,0,0,0,0,4,15,3,4.75,39,0.2,0,95,2,7,15,1.12,1.07,1.12,4,2,1,1,111292,,0,19,3,5.05,52,0.2,0,2,7,15,1.11,1.06,1.05,5,3,154,0,1,19
189,3,0,1,0,0,1,0,0,0,0,4,15,3,4.75,39,0.2,0,95,2,7,15,1.12,1.07,1.12,4,2,1,1,111292,,0,19,3,5.05,52,0.2,0,2,7,15,1.11,1.06,1.05,5,3,154,1,1,19
190,3,1,1,0,0,1,0,0,0,0,5,42,4,5,26,0.12,1,,2,6,16,1.02,1.07,1.06,5,,1,1,111292,,7,30,4,5.05,26,0.18,0,2,7,15,1.05,1.01,1.74,5,3,155,0,1,47
190,3,1,1,0,0,1,0,0,0,0,5,42,4,5,26,0.12,1,,2,6,16,1.02,1.07,1.06,5,,1,1,111292,,7,30,4,5.05,26,0.18,0,2,7,15,1.05,1.01,1.74,5,3,155,1,1,37
191,4,0,1,0,0,1,0,0,0,0,30,20,4,,,,0,,2,10.5,12,1.06,0.95,1.06,,1,1,1,111792,1,0,25,4,5.05,6,0.25,1,2,10.5,12,1.02,0.94,1.05,2,2,156,0,1,50
191,4,0,1,0,0,1,0,0,0,0,30,20,4,,,,0,,2,10.5,12,1.06,0.95,1.06,,1,1,1,111792,1,0,25,4,5.05,6,0.25,1,2,10.5,12,1.02,0.94,1.05,2,2,156,1,1,25
192,4,0,1,0,0,1,0,0,0,2,20,10,4,4.87,26,0.17,1,10,2,10,12,0.91,0.85,1.06,2,2,1,1,111392,,4.5,30,3,5.25,19,0.18,0,2,10.5,12.5,1.05,0.84,1.26,2,2,157,0,1,30
192,4,0,1,0,0,1,0,0,0,2,20,10,4,4.87,26,0.17,1,10,2,10,12,0.91,0.85,1.06,2,2,1,1,111392,,4.5,30,3,5.25,19,0.18,0,2,10.5,12.5,1.05,0.84,1.26,2,2,157,1,1,34.5
193,4,0,1,0,0,1,0,0,1,3,1,13,3,4.5,13,0.12,1,,2,10,11,0.95,0.85,0.99,2,1,1,1,111792,2,4,9,3,5.05,26,0.13,1,2,9,13,1.01,0.9,1.26,2,1,158,0,1,14
193,4,0,1,0,0,1,0,0,1,3,1,13,3,4.5,13,0.12,1,,2,10,11,0.95,0.85,0.99,2,1,1,1,111792,2,4,9,3,5.05,26,0.13,1,2,9,13,1.01,0.9,1.26,2,1,158,1,1,13
195,4,0,1,0,0,1,0,0,1,3,0,30,3,4.25,26,,1,100,2,10.5,11.5,1.06,0.85,1.06,2,2,1,1,111892,2,8,25,3,5.05,26,0.15,0,2,10.5,12.5,0.94,0.84,2.11,2,2,159,0,1,30
195,4,0,1,0,0,1,0,0,1,3,0,30,3,4.25,26,,1,100,2,10.5,11.5,1.06,0.85,1.06,2,2,1,1,111892,2,8,25,3,5.05,26,0.15,0,2,10.5,12.5,0.94,0.84,2.11,2,2,159,1,1,33
196,4,1,1,0,0,1,0,0,0,0,8,19,4,5,26,0.2,0,,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,111392,,0,30,3,5.05,26,0.18,0,2,10.5,12.5,1,0.9,2.11,2,2,160,0,1,27
196,4,1,1,0,0,1,0,0,0,0,8,19,4,5,26,0.2,0,,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,111392,,0,30,3,5.05,26,0.18,0,2,10.5,12.5,1,0.9,2.11,2,2,160,1,1,30
197,1,0,1,0,0,1,0,0,0,0,23,10,4,5,26,0.25,0,50,2,7,17,0.99,0.89,0.89,3,2,1,1,111792,1,5,21,5,5.05,26,0.13,0,3,7,17,1.05,0.95,0.95,3,1,161,0,1,33
197,1,0,1,0,0,1,0,0,0,0,23,10,4,5,26,0.25,0,50,2,7,17,0.99,0.89,0.89,3,2,1,1,111792,1,5,21,5,5.05,26,0.13,0,3,7,17,1.05,0.95,0.95,3,1,161,1,1,26
199,2,0,1,0,0,1,0,0,0,0,0,12,3,4.35,,0.12,0,25,1,11,10,0.85,0.8,2.34,4,3,1,1,111192,,11,3,4,5.05,2,0.45,,1,11,10.5,0.91,0.9,2.45,4,3,162,0,1,12
199,2,0,1,0,0,1,0,0,0,0,0,12,3,4.35,,0.12,0,25,1,11,10,0.85,0.8,2.34,4,3,1,1,111192,,11,3,4,5.05,2,0.45,,1,11,10.5,0.91,0.9,2.45,4,3,162,1,1,14
200,1,0,1,0,0,1,0,0,0,0,0,60,3,4.25,9,0.2,1,15,2,6,18,1.06,0.91,0.98,4,3,1,1,111092,,5,40,4,5.05,52,0.25,0,2,6.5,17.5,1.05,0.94,0.98,5,4,163,0,1,60
200,1,0,1,0,0,1,0,0,0,0,0,60,3,4.25,9,0.2,1,15,2,6,18,1.06,0.91,0.98,4,3,1,1,111092,,5,40,4,5.05,52,0.25,0,2,6.5,17.5,1.05,0.94,0.98,5,4,163,1,1,45
201,1,0,1,0,0,1,0,0,0,0,0,33,3,4.5,26,0.35,0,65,2,7,17,1.06,1.02,0.95,3,3,1,1,111092,,16,22,3,5.05,26,0.28,1,1,7,17,1.05,0.95,0.95,3,3,164,0,1,33
201,1,0,1,0,0,1,0,0,0,0,0,33,3,4.5,26,0.35,0,65,2,7,17,1.06,1.02,0.95,3,3,1,1,111092,,16,22,3,5.05,26,0.28,1,1,7,17,1.05,0.95,0.95,3,3,164,1,1,38
202,1,0,1,0,0,1,0,0,0,2,30,14,4,4.25,4,0.37,1,15,2,6,19,1.17,0.95,0.63,3,3,1,1,111692,,13,11,4,5.05,4,0.08,0,3,6,19,1.15,0.95,0.64,3,3,165,0,1,44
202,1,0,1,0,0,1,0,0,0,2,30,14,4,4.25,4,0.37,1,15,2,6,19,1.17,0.95,0.63,3,3,1,1,111692,,13,11,4,5.05,4,0.08,0,3,6,19,1.15,0.95,0.64,3,3,165,1,1,24
203,1,0,1,0,0,1,0,0,0,2,9,12,2,4.25,26,0.15,0,50,2,7,17,1.06,0.95,0.95,3,3,1,1,111092,,4,34,3,5.05,26,0.18,0,0,7,17,1.05,0.95,0.95,3,2,166,0,1,21
203,1,0,1,0,0,1,0,0,0,2,9,12,2,4.25,26,0.15,0,50,2,7,17,1.06,0.95,0.95,3,3,1,1,111092,,4,34,3,5.05,26,0.18,0,0,7,17,1.05,0.95,0.95,3,2,166,1,1,38
204,1,0,1,0,0,1,0,0,0,0,10,8.5,4,4.25,13,0.27,0,31,2,6.5,17.5,1.06,1,1.06,3,3,1,1,111092,,12,13.5,3,5.05,13,0.25,0,2,6.5,17.5,1.05,0.99,1.05,3,2,167,0,1,18.5
204,1,0,1,0,0,1,0,0,0,0,10,8.5,4,4.25,13,0.27,0,31,2,6.5,17.5,1.06,1,1.06,3,3,1,1,111092,,12,13.5,3,5.05,13,0.25,0,2,6.5,17.5,1.05,0.99,1.05,3,2,167,1,1,25.5
207,2,1,1,0,0,1,0,0,0,0,8,10,4,4.75,8,0.25,0,25,1,11,12,1.06,0.85,2.34,4,2,1,1,111192,,8.5,6,2,5.2,52,0.5,1,1,11,12,1.05,0.84,2.32,5,3,168,0,1,18
207,2,1,1,0,0,1,0,0,0,0,8,10,4,4.75,8,0.25,0,25,1,11,12,1.06,0.85,2.34,4,2,1,1,111192,,8.5,6,2,5.2,52,0.5,1,1,11,12,1.05,0.84,2.32,5,3,168,1,1,14.5
208,3,1,1,0,0,1,0,0,0,1,12,32,4,4.62,26,0.15,0,95,2,6,17,1.19,0.94,0.85,4,4,1,1,111792,2,5,32,3,5.05,26,,0,2,8,14,1.06,1.06,1.05,5,5,169,0,1,44
208,3,1,1,0,0,1,0,0,0,1,12,32,4,4.62,26,0.15,0,95,2,6,17,1.19,0.94,0.85,4,4,1,1,111792,2,5,32,3,5.05,26,,0,2,8,14,1.06,1.06,1.05,5,5,169,1,1,37
209,3,1,1,0,0,1,0,0,0,0,4,36,4,4.25,26,0.12,0,75,2,6,18,1.17,0.95,0.95,5,5,1,1,111192,,6,37,4,5.05,26,0.2,0,2,7,16,1.11,1.06,1.05,5,5,170,0,1,40
209,3,1,1,0,0,1,0,0,0,0,4,36,4,4.25,26,0.12,0,75,2,6,18,1.17,0.95,0.95,5,5,1,1,111192,,6,37,4,5.05,26,0.2,0,2,7,16,1.11,1.06,1.05,5,5,170,1,1,43
210,4,1,1,0,0,1,0,0,0,3,0,19,2,4.5,13,0.17,1,90,2,10.5,11.5,1.06,0.95,0.95,4,2,1,1,111392,,0,14,3,5.05,13,0.2,0,2,10,11,,,,4,,171,0,1,19
210,4,1,1,0,0,1,0,0,0,3,0,19,2,4.5,13,0.17,1,90,2,10.5,11.5,1.06,0.95,0.95,4,2,1,1,111392,,0,14,3,5.05,13,0.2,0,2,10,11,,,,4,,171,1,1,14
